title,vote_average,adult,genres,spoken_languages
Mega Shark vs. Kolossus,4.146,False,"Thriller, Action, Horror, Science Fiction, Mystery",English
Studio 54,6.3,False,Documentary,"English, Italian"
Spike Island,6.469,False,"Comedy, Drama, Music",English
The Liar and His Lover,7.615,False,"Music, Romance",Japanese
Northfork,5.938,False,"Fantasy, Drama",English
The Trap,4.992,False,Comedy,English
Children of the Corn,5.1,False,"Horror, Thriller",English
Away and Back,5.977,False,"Drama, Comedy, Family, TV Movie",English
Embattled,6.695,False,"Action, Drama",English
Animals Are Beautiful People,7.6,False,"Comedy, Documentary, Family",English
Werner - Gekotzt wird später!,6.038,False,"Animation, Comedy, Action",German
A Dog Year,6.1,False,"Comedy, Drama","English, German"
Geo-Disaster,4.877,False,"Action, Science Fiction, TV Movie","German, English"
Accused,7.069,False,"Drama, Thriller",Dutch
Half Brothers,5.8,False,"Drama, Comedy, Crime",German
1: Nenokkadine,6.3,False,"Action, Thriller, Romance",Telugu
Os Normais 2,6.6,False,Comedy,Portuguese
Undercover Wedding Crashers,6.254,False,Comedy,Spanish
Wing Chun,6.8,False,"Action, Comedy, Drama, Romance",Cantonese
Lady in a Cage,6.2,False,"Drama, Mystery, Thriller, Horror",English
La Chilindrina en Apuros,7.154,False,"Family, Comedy",Spanish
The Jester,7.677,False,"Mystery, Horror",English
GO,7.215,False,"Drama, Romance","Japanese, Korean"
Inner Demons,5.246,False,"Thriller, Horror, Mystery",English
The Quiet Duel,7.369,False,Drama,Japanese
Hated: GG Allin & The Murder Junkies,6.708,False,"Documentary, Music",English
Lady for a Day,7.192,False,"Comedy, Drama",English
Megaforce,3.82,False,"Adventure, Action, Science Fiction",English
The Presence,4.438,False,"Drama, Horror, Thriller",English
Going by the Book,7.348,False,"Comedy, Action, Crime",Korean
The Silent Child,7.154,False,Drama,English
Le Amiche,6.808,False,"Drama, Romance",Italian
Alpha House,4.6,False,Comedy,English
Imagine: John Lennon,7.0,False,"Documentary, Music",English
House of Cards,6.285,False,Drama,English
Grilled,5.0,False,"Drama, Action, Comedy",English
Manou the Swift,6.7,False,"Animation, Adventure, Family, Comedy",Danish
October Kiss,6.4,False,"TV Movie, Comedy, Romance",English
Breaker! Breaker!,4.808,False,"Action, Adventure, Crime, Thriller",English
We Won't Grow Old Together,7.269,False,"Romance, Drama",French
Man Vs.,5.431,False,"Thriller, Science Fiction, Horror",English
Only God Can Judge Me,6.9,False,"Thriller, Drama, Crime","Arabic, German, Russian"
"Greta, the Mad Butcher",4.586,False,"Drama, Horror","German, English"
Salsa,6.781,False,"Music, Romance","English, Spanish"
Itsy Bitsy,4.703,False,"Horror, Thriller",English
Revolutionary Girl Utena: The Adolescence of Utena,7.5,False,"Animation, Fantasy, Action, Romance",Japanese
G.I. Blues,6.508,False,"Comedy, Music",English
Both Sides of the Blade,5.6,False,"Drama, Romance",French
Annie Get Your Gun,6.75,False,"Action, Comedy, Music, Romance, Western",English
Propaganda,6.6,False,"Comedy, Drama, History, Romance",Turkish
23 Paces to Baker Street,6.75,False,"Crime, Mystery, Thriller","English, French"
The Squad,6.0,False,"Drama, Horror, Thriller",Spanish
Gabriel's Redemption: Part 1,6.773,False,"Drama, Romance",English
Twin Town,6.141,False,"Comedy, Drama","English, Welsh"
Mucho Mucho Amor: The Legend of Walter Mercado,7.3,False,Documentary,"Spanish, English"
Feelings,5.883,False,"Drama, Romance, Music",French
Don't,7.0,False,"Comedy, Horror",English
14+,7.227,False,"Romance, Drama",Russian
Hamlet,7.469,False,Drama,English
Eureka,5.2,False,Drama,English
Curious George: A Halloween Boo Fest,6.93,False,"Family, Animation",English
Narcopolis,4.672,False,"Thriller, Mystery, Science Fiction",English
One More Time,5.82,False,"Comedy, Drama","English, Swedish"
Wolf,6.563,False,"Thriller, History",Spanish
Red Like the Sky,7.6,False,Drama,Italian
Apples,6.43,False,"Drama, Comedy",Greek
The Beast,6.727,False,"Crime, Action, Thriller, Mystery",Korean
Sarkar,6.891,False,"Crime, Action, Drama",Hindi
The Tao of Steve,5.992,False,"Comedy, Romance",English
Stowaway,6.5,False,Thriller,English
House of Dark Shadows,6.289,False,"Drama, Horror, Thriller",English
Bonhomme,6.7,False,"Comedy, Drama",French
A Mouthful of Air,6.469,False,Drama,English
Spectacular!,6.344,False,"Drama, Music, Comedy, Family, TV Movie",English
Behind the Green Door,5.875,True,"Romance, Mystery",English
Mabel's Married Life,5.813,False,Comedy,No Language
Mountains of the Moon,6.352,False,"Adventure, Drama, History",English
Dementia,6.672,False,Horror,English
A Gentle Woman,6.9,False,"Romance, Drama",French
Twilight,6.8,False,Comedy,Spanish
Mama's Boy,4.438,False,"Comedy, Drama, Romance",English
10 Days Without Mom,7.188,False,"Comedy, Family",Spanish
Beauty and the Beast,7.477,False,"Drama, Fantasy, Horror",Czech
Buddha: The Great Departure,7.375,False,"Adventure, Animation, Drama, History",Japanese
Les Misérables - 25th Anniversary in Concert,8.305,False,"History, Music",English
Open at Night,6.227,False,"Drama, Comedy",French
By the Sea,5.422,False,Comedy,No Language
On a Wing and a Prayer,6.234,False,Drama,English
The Fabulous World of Jules Verne,6.992,False,"Adventure, Science Fiction",Czech
Hitler: A Career,7.414,False,"Documentary, History",German
Kaiji: The Ultimate Gambler,6.773,False,"Thriller, Drama, Mystery",Japanese
"Toto, Fabrizi and the Young People Today",7.203,False,"Romance, Comedy",Italian
Teen Lust,4.789,False,"Comedy, Horror",English
Astral,4.828,False,"Drama, Horror, Science Fiction",English
State of Emergency,5.148,False,"Science Fiction, Thriller",English
A Film Johnnie,5.375,False,Comedy,No Language
Shawn Mendes: Live in Concert,8.008,False,"Music, Documentary",English
A Prince (almost) Charming,5.188,False,"Romance, Comedy","Russian, French"
Pavarotti,7.391,False,Documentary,"English, Italian"
The Ladies Get Their Say,7.2,False,Drama,Italian
Maneater,4.414,False,"Mystery, Thriller, Horror",English
Would I Lie to You: The Beginning,4.938,False,Comedy,French
Pal Joey,6.32,False,"Drama, Music, Romance",English
Shiloh,5.641,False,"Drama, Family",English
Silver City,6.172,False,"Comedy, Drama, Mystery, Thriller","English, Spanish"
Memorable,8.262,False,"Animation, Drama",French
White of the Eye,5.742,False,"Horror, Thriller",English
The Little Ghost,5.664,False,"Family, Fantasy",German
Love Finds You in Valentine,5.969,False,"Drama, TV Movie, Romance",English
House of Darkness,4.898,False,"Horror, Thriller",English
These Amazing Shadows,7.438,False,Documentary,English
Most Promising Young Actress,6.0,False,Comedy,French
Reconstruction,6.609,False,"Drama, Romance",Danish
Alligator 2: The Mutation,4.291,False,"Horror, Action",English
King of the Ants,5.961,False,"Crime, Horror, Thriller",English
My Heart Goes Boom!,6.4,False,Comedy,Spanish
ABBA: The Movie,6.4,False,"Comedy, Documentary, Drama, Music","English, Swedish"
Kumaré,6.789,False,Documentary,English
Daria in 'Is It Fall Yet?',7.336,False,"Animation, Comedy, TV Movie",English
The Car Keys,5.141,False,Comedy,French
The Second Arrival,3.766,False,"Science Fiction, Horror",English
Pulse 2: Afterlife,4.6,False,"Drama, Horror, Science Fiction",English
"A Woman, a Gun and a Noodle Shop",4.906,False,"Comedy, Drama, Thriller",Mandarin
Burden,6.141,False,Drama,English
Cyborg X,5.578,False,"Horror, Science Fiction, Action",English
Face,6.3,False,"Crime, Drama, Thriller",English
The Nine Lives of Fritz the Cat,5.008,False,"Animation, Comedy",English
Moonlight and Valentino,5.6,False,"Comedy, Drama, Romance",English
Two Lottery Tickets,6.922,False,"Comedy, Adventure",Romanian
Day of the Animals,5.219,False,"Science Fiction, Horror, Thriller",English
Mythica: The Iron Crown,5.992,False,"Action, Adventure, Fantasy, Science Fiction",English
Francofonia,6.664,False,"Drama, History","French, Russian"
County Hospital,6.9,False,Comedy,English
Terra,8.4,False,Documentary,French
"Camille Claudel, 1915",6.2,False,Drama,French
Undefeated,7.438,False,Documentary,English
¡Asu Mare! Los amigos,6.625,False,Comedy,Spanish
Slim Susie,6.852,False,Comedy,"English, Swedish"
My Sister and I,6.422,False,Comedy,Italian
Border Run,6.2,False,"Crime, Thriller","English, Spanish"
Violent City,6.1,False,"Action, Crime, Thriller",Italian
Once Upon a Time in the Oued,5.453,False,Comedy,French
Evanescence - Synthesis Live,8.5,False,Music,English
Jawbone,6.063,False,"Action, Drama",English
Chronic,5.672,False,Drama,English
Luka Chuppi,6.078,False,"Comedy, Romance",Hindi
Cheech & Chong's The Corsican Brothers,5.0,False,Comedy,"German, English"
Last Year's Snow Was Falling,7.4,False,"Animation, Comedy, Family, Fantasy",Russian
Finding Father Christmas,6.413,False,"Drama, TV Movie, Romance",English
Totally Spies! The Movie,6.344,False,"Animation, Adventure, Comedy","Portuguese, French"
Helter Skelter,5.929,False,"Action, Crime, Drama, TV Movie",English
Hungry Wives,5.461,False,"Horror, Drama",English
The Shaggy D.A.,5.672,False,"Comedy, Family, Fantasy",English
The Escape,5.508,False,Drama,English
The Search,6.859,False,"Drama, War","German, Czech, French, Hebrew, Hungarian, English, Polish"
Vikingdom,4.086,False,Adventure,"English, Mandarin"
Into Pitch Black,6.146,False,"Action, Science Fiction, Crime, TV Movie",English
Embers,5.592,False,"Drama, Science Fiction",English
Medium Cool,6.82,False,Drama,English
Il sesso degli angeli,5.297,False,Comedy,Italian
The Circle,5.305,False,"Drama, Fantasy, Mystery, Thriller",Swedish
Jar City,6.039,False,"Drama, Thriller, Crime",Icelandic
The Diary of Ellen Rimbauer,5.43,False,"Drama, Horror, Mystery, Thriller",English
The Scooby-Doo Project,8.5,False,"Animation, Mystery, Horror, Comedy",English
Notes on Blindness,6.984,False,"Drama, Documentary",English
Broken Lance,6.297,False,Western,"Spanish, English"
Cookies,6.2,False,"Romance, Drama, Comedy",French
Fatal Beauty,5.453,False,"Action, Comedy",English
Elsa & Fred,7.6,False,"Comedy, Drama, Romance",Spanish
Runaway Brain,6.5,False,"Horror, Animation, Comedy",English
Christmas on Ice,7.0,False,"TV Movie, Romance",Hungarian
Kantara,7.352,False,"Action, Adventure, Thriller","Kannada, Malayalam"
Dare,5.617,False,"Drama, Romance",English
Not Fade Away,5.594,False,Drama,English
Dirt,6.1,False,"Drama, Action","English, French, Spanish"
The Meeting Place Cannot Be Changed,8.5,False,"Action, Crime, Mystery, TV Movie",Russian
Bonne Conduite,6.156,False,"Comedy, Crime",French
Wyvern,5.0,False,"Fantasy, Science Fiction, TV Movie, Action, Adventure",English
A Castle in Italy,5.4,False,"Comedy, Drama","English, French, Italian"
The War Lord,6.211,False,"History, Drama, War",English
Lili Marleen,6.242,False,"Drama, Romance","German, English"
The Statement,5.531,False,"Drama, Thriller","French, German, English, Italian, Latin"
Sacred Heart,6.391,False,Drama,Italian
The Fabulous Baron Munchausen,7.508,False,"Fantasy, Adventure, Animation, Comedy",Czech
Beaumarchais the Scoundrel,6.688,False,"Adventure, History, Romance",French
Carmencita,5.2,False,Documentary,No Language
The King of the Hill,5.664,False,"Thriller, Action",Spanish
Something in the Dirt,5.82,False,"Science Fiction, Mystery, Comedy",English
Under Wraps,5.414,False,"Comedy, Family, Horror, TV Movie",English
Peyton Place,6.727,False,"Drama, Romance",English
Westward the Women,7.109,False,"Adventure, Drama, Western","English, French, Japanese, Italian"
Buchanan Rides Alone,6.391,False,Western,"French, English"
None Like Us,6.117,False,Romance,Italian
The Incident,7.3,False,"Thriller, Drama, Crime",English
Cell 213,5.148,False,Horror,English
La Commare Secca,6.859,False,"Thriller, Drama, Mystery",Italian
Elephants Dream,5.672,False,"Animation, Science Fiction",English
The Passion of Darkly Noon,5.813,False,"Mystery, Drama, Thriller, Horror",English
Newark Athlete,4.367,False,Documentary,No Language
Buck Rogers in the 25th Century,5.915,False,"Science Fiction, Adventure, Action","English, Spanish"
Circus World,6.2,False,Drama,"English, French"
Easy Virtue,5.086,False,"Romance, Drama",No Language
Before Monday,5.406,False,Comedy,Italian
Dance with Him,6.664,False,"Comedy, Drama",French
No One Knows About Persian Cats,6.695,False,"Drama, Music",Persian
The Razor's Edge,6.266,False,Drama,English
Romeo and Juliet Get Married,5.789,False,"Drama, Comedy, Romance",Portuguese
Granny's Funeral,5.633,False,Comedy,French
The Shoes of the Fisherman,6.7,False,"Drama, Thriller","English, Hebrew, Latin"
The House of Mirth,6.367,False,"Drama, Romance","German, French, English"
The Honeymooners,4.188,False,Comedy,English
Tweety's High Flying Adventure,6.547,False,"Animation, Family",English
Jimmy Carr: His Dark Material,6.727,False,Comedy,English
Escape from Fort Bravo,6.078,False,Western,English
A Sunday Horse,6.5,False,"Drama, Family",English
The Time Travelers,4.865,False,Science Fiction,English
The Cook,6.266,False,"Comedy, Action",No Language
News from Planet Mars,5.461,False,Comedy,French
You Are Not Alone,7.438,False,"Drama, Romance",Danish
Detective Conan: The Bride of Halloween,6.469,False,"Animation, Action, Crime, Mystery",Japanese
The Wild Soccer Bunch 3,5.492,False,"Adventure, Comedy, Family",German
Happy Hour,7.25,False,Drama,Japanese
Soorarai Pottru,7.9,False,"Drama, Action",Tamil
The Windshield Wiper,7.203,False,"Animation, Family, Romance","English, Italian, Romanian"
Can't Buy My Love,6.069,False,"Romance, TV Movie",English
Oscar and Lucinda,6.418,False,"Drama, Romance","French, English"
Killing the Shadows,7.0,False,"Comedy, Drama, History",Turkish
Rewind This!,6.922,False,Documentary,"English, Japanese"
Ticking Clock,5.227,False,"Action, Thriller, Crime",English
Otto's Eleven,5.711,False,Comedy,German
The Men,6.961,False,Drama,"English, Spanish"
The Players Club,6.27,False,"Comedy, Drama",English
Sennentuntschi: Curse of the Alps,6.4,False,"Thriller, Horror, Mystery","French, German"
Distant Drums,6.273,False,"Western, Adventure, War",English
Creative Control,5.141,False,"Drama, Science Fiction",English
Belluscone: A Sicilian Story,6.9,False,"History, Documentary",Italian
Darr,6.789,False,"Drama, Thriller, Action, Romance",Hindi
Women of Mafia,5.206,False,"Drama, Action, Crime",Polish
The Girl from Paris,6.3,False,"Drama, Comedy",French
A Remarkable Tale,5.68,False,Comedy,Spanish
Age of Tomorrow,2.969,False,"Thriller, Science Fiction, Action",English
Me and My Sister,5.563,False,"Drama, Comedy",French
"Help, I Shrunk My Teacher",5.6,False,"Comedy, Family, Fantasy, Action","German, English, Italian"
Grandma's Reading Glass,6.328,False,Drama,No Language
Peter Knife,7.352,False,"Action, Comedy, Drama",Spanish
Brave Story,6.219,False,"Animation, Adventure, Family, Mystery",Japanese
No Name on the Bullet,6.617,False,"Action, Thriller, Western",English
Forky Asks a Question: What Is Art?,5.789,False,"Animation, Family, Comedy",English
Days and Clouds,6.844,False,"Drama, Romance, Comedy",Italian
Doctor Detroit,5.078,False,Comedy,"English, Spanish"
Return to Mayberry,6.117,False,"TV Movie, Comedy",English
Human Flow,6.789,False,Documentary,"German, English, Arabic, Spanish, French, Greek, Hungarian, Kurdish, Persian, Turkish"
Alex of Venice,5.969,False,Drama,English
For a Cop's Hide,5.9,False,"Thriller, Action, Romance, Crime",French
Without Limits,6.414,False,"Drama, Romance",English
Splitting Heirs,5.023,False,Comedy,"French, English"
The Day Will Come,7.586,False,Drama,Danish
The Dark Side of the Moon,5.0,False,"Horror, Action, Thriller, Science Fiction",English
Royal Tramp 2,6.789,False,"Action, Comedy","Mandarin, Cantonese"
The Innocence,6.349,False,Drama,"Catalan, Spanish"
Pardon Us,6.627,False,Comedy,English
Irati,6.6,False,"Drama, Adventure, Fantasy","Arabic, Basque, Latin"
All That We Destroy,6.032,False,"Horror, TV Movie",English
On the Count of Three,6.556,False,"Comedy, Drama",English
The Right Distance,6.968,False,"Drama, Mystery",Italian
The State of Things,6.556,False,Drama,"French, English, Italian"
Rain,7.452,False,Documentary,No Language
Game of Werewolves,5.802,False,"Comedy, Horror",Spanish
Bad Hair,5.857,False,"Horror, Comedy",English
Silent Fall,5.078,False,"Drama, Thriller, Mystery",English
Promise Me This,6.6,False,"Romance, Comedy",Serbian
Lost City Raiders,4.643,False,"Adventure, Action, Thriller, Science Fiction","French, English"
Heart and Yummie,7.913,False,"Adventure, Animation, Family",Japanese
